출처,작성자,날짜,내용,공감,답글수,원댓글ID
뉴스,@White-Heim,2023-07-22 11:17:50,"근데 심청이 물에 빠지는데 넘 밝자나~~~해말가~~~~주구러 가는데...ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
옥의 티네??ㅋㅋㅋㅋㅋㅋㅋㅋ 영상미는 쫌 부족한 부분이 있지만 머..나쁘지는 않았음.",0,,UgzzMzudw8g16jm_sGd4AaABAg
뉴스,@user-ms1mf7ze8n,2023-07-22 11:18:04,웅장해지는구나..,0,,UgzzvofCT2gqfETk0sp4AaABAg
뉴스,@user-bd2mf9uq5x,2023-07-22 11:17:46,노래도 너무 좋아요♡,0,,UgzzzWKPTVhRd_qGQ794AaABAg
인터뷰,@A_nakne,2022-07-22,댑악. . .꼭 디즈니관계자가봐서 좋은영향되셨으면좋겠습니다.,,,
인터뷰,@oviets5993,2022-07-22,디즈니는 중국 🇨🇳 편이어서 안그럴 듯,,,
인터뷰,@notperson,2022-07-22,"@user-ps6ch9sv3f중국을 싫어하는 1인이긴 하지만 그 영화
동북공정 아닌걸로 알고 있슴미다.",,,
인터뷰,@user-ps6ch9sv3f,2022-07-22,"@notperson엥 예고편에 나오는 장면 중에 벽화? 비슷한 거 있었는데
거기 그림에 한복 있지 않았나요...?",,,
인터뷰,@notperson,2022-07-22,"@user-ps6ch9sv3f나무위키 가보시면 그거 해석해놓은 사진
있어요.",,,
인터뷰,@user-rf8fp9so1q,2022-07-22,"@user-ps6ch9sv3f한복이라기엔 중국에 있는 다른 옷들이
한복모습보다 더 똑같았어요",,,
인터뷰,@gay_joygo_kesuk,2022-07-22,@user-rf8fp9so1qㅇㅈ,,,
인터뷰,@ryqui2710,2022-07-22,"디즈니는 저것도 중국 문화라고 할 새끼들인데 무슨 좋은 영향?
한국에서 만들어야지 ㅋㅋㅋ",,,
인터뷰,@traveling_gaja644,2023-07-22,디즈니 대신에 lg 관계자가 봐버렸네요 ㅎㅎ lg광고에 등장하길래 궁금해서 와봤습니다.,,,
인터뷰,@식스비,2022-07-22,"영상 볼 때 : 와 대단하다
미국인이라고 했을 때 : 모국에 대해 애정을 갖고 있다니 대단하다
하버드생이라 했을 때 : 쩐다...
의대출신이라 했을 때 : 할 말을 잃었음다",,,
인터뷰,@user-lw7re5ly8f,2022-07-22,심지어 의대에서 전공을 바꾼거...ㄷㄷ 그저 대단...,,,
인터뷰,@BO-nn9up,2022-07-22,남들 평생 살면서 해보기도 힘든거 두개나 했네.. 의대.. 하버드..,,,
인터뷰,@user-zv4tp4oz8d,2022-07-22,점입가경이여...ㅋㅋㅋㅋ,,,
인터뷰,@LOVE--Satou_Kai0602,2022-07-22,"@BO-nn9up이건 유전자지만 한국계
미국인도..",,,
인터뷰,@handleit505,2022-07-22,사기캐...,,,
인터뷰,@minni_ii,2022-07-22,"마지막 말이 맞음.디즈니에서 영화로 만든 고전명작들(신데렐라,인어공주,백설공주 등등)도 디즈니 스타일대로 각색하고 시대적 분위기에 맞게 교훈과 내용도 바꿔나갔듯이
심청전이라 해서 단순히 과거 유교적 효심에 초점을 맞추는게 아니라 현대 사회에 맞는 심청이의 용기에 초점을 맞춰서 내용을 각색하면 충분히 멋진 영화로 탄생할 수 있음.디즈니가 정말
만약에 이 심청전을 영화로 만들어준다면 디즈니는 충분히 그럴 능력이 있으니까 아마 잘 만들어줄 거라고 믿음.우리는 어렸을때부터 심청전=효심 으로 뿌리깊게 박혀서 그렇지 따지고 보면
바다에 뛰어드는 행위는 용기가 없으면 못하는 거임.그리고 디즈니 동양풍 영화에서 뮬란이 지상에서 불을 의미한다면 심청은 수중에서(용궁) 물을 의미하면 좋을 듯.(근데 개인적으로
디즈니에 수속성 캐릭터가 너무 많아서 심청만의 독보적인 능력이 있었으면 좋겠음…)",,,
인터뷰,@arahan123,2022-07-22,시대적분위기가 PC면 안된다 게이야..,,,
인터뷰,@user-md2wu9tx9l,2022-07-22,"@arahan123뭐만하면 pc
ㅇㅈㄹ...",,,
인터뷰,@okgarackzy,2022-07-22,"심청전 각색할 때 단순히 효심으로 공양미 300석에 목숨을 바친게 아니라
용궁에 직접 가서 아버지를 낫게 할 무언가를 얻어내려고 큰맘먹고 다이브 했다고 하는것도 괜찮을듯
심청전+바리공주 괜찮은데?!",,,
인터뷰,@user-nn2ii3cz9u,2022-07-22,"@okgarackzy이거
괜찮을듯요,,!!",,,
인터뷰,@user-uk1hx8bf1z,2022-07-22,"유교적 효심이 꼭 나쁜 것만은 아니라고 생각해요 역사가 있기에 저희가 현대로 나아가며 실수를 했을 때 잘 만회하기도 하며 좀 더 유연한
사고방식을 갖게 되기도 하죠 ㅎㅎ 그 둘을 잘 섞으면 현대인이 잊고 있던 과거의 무언가를 잘 받아들일 수도 있고 과거와의 비교를 통해 우리가 어떻게 달라졌는지,
어떻게 더 잘 보완했는 지도 알 수 있을 것 같아요",,,
인터뷰,@user-md6pg6vj8q,2022-07-22,요즘 디씨하는애들은 디씨충인거 티내는게 자랑스러운줄 아나? 왜이렇게 게이야거리면서 티를내지,,,
인터뷰,@yaewhakim9665,2022-07-22,"인당수에 뛰어든 심청이를 사회적으로 강요된 효심 (자식은 부모의 소유물이며 무조적으로 굴종해야 한다는 사회적 압박)에 인한 희생양으로 보기
보다는 눈이 먼 사랑하는 아버지를 위해 가장으로서 스스로의 운명을 용감하게 선택한 것으로 재해석하여 컨텐츠를 만들면 외국에서도 심청전의 스토리가 먹힐것 같아요.
유교적 효가 폭력적이니 그 부분을 제거하고 살짝 비틀어 본다면 심청이도 희생양이 아닌 자신이 할 수 있는 일을 하며 살아나간 용감한 여성으로 보일수
있으니까요",,,
인터뷰,@user-qk1pg4zu5n,2023-07-22,저거 디즈니가 실사화하면 흑인됨ㅋㅋㅋ,,,
인터뷰,@svo2098,2023-07-22,"서구화된 한국교포의 눈으로 봤을 땐 효 사상이 우습게 보이고 구태의연하게 보일 수도 있지만, 이거야말로 서구사회에서 사라진 특징이에요. 난 이
효사상이야말로 한류의 한 가닥이 될 거라고 봅니다. 용기라는 점도 좋지만 그건 주로 서구인들의 사고에서 중요시되는 점이라고 봅니다. 미스 류, 그렇게 생각안해요?
Please see in the point of Korean. THey you'll find it.",,,
인터뷰,@user-qg9tp8ql5t,2023-07-22,디즈니가 만들면 흑인심청나옴,,,
인터뷰,@potatochiplover,2023-07-22,흑인 심청ㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋ,,,
인터뷰,@minjo65,2023-07-22,"@yaewhakim9665님의 댓으로 만 보면 이야기의 본질이 꼭 사회적
압박 이었다 라는 전제 가 깔린 듯 느껴지는 데요
원래 고전 내용의 본질이 아버지에 대한 효심이죠 사회 압박이 아니라
효와 예를 가르치기 위해 전해져 오는 이야기라 지 만
어릴 적 동화책이 아닌 선생님과 할머니께 들은 이야기로 만 개인적 생각으로 말해본다면
선하고 남을 돕는 아버지였고 그런 아버지에 극진한 사랑으로 심청이도 배우고 잘 자란 아이로서
아이에게 따뜻했던 아버지에 대한 효심으로 인한 심청이의 선택이었다 알고 있네요
원래 이야기에는 재혼 했던 에피소드도 있는 것으로 아는데 재산을 노린 것도 모자라 심청이를 구박하고 괴롭힌 것에 분개하여 계모를 쫓아내는 거였나? 여튼
그래서 그 아비에 그 자식 그래서 부모는 아이를 사랑으로 키우고 아이는 부모에 사랑을 효로 다 한다 라는 옛날 방식의 가르침이 었다 알고 있어요
그러니 그저 요즘 단순한 줄거리로만 보면 눈먼 아버지에 성급한 판단으로 아이가 희생한다 비춰지지만 이야기에 원래 뜻은 그게 아닌 것으로
압니다",,,
인터뷰,@yaewhakim9665,2023-07-22,"@minjo65말씀하신대로 원래 기존 이야기가 전하고자 한 메세지는
효심이지만, 용왕님을 만나 구원받는다는 판타지적 요소를 배제하고 보면, 그 효가 실행된 방식이 잔혹한 방식으로 묘사되고 있기 때문에 심청전을 현대의 시각에서 보면
비판적으로 볼 수 있는 부분이 많겠다 싶더라고요. (특히 개인주의인 서양에서는) 그리고 현대적 관점에서는 기존의 효사상도 비판적으로 볼 수 있기에 글로벌용 컨텐츠로
제작할때는 이 부분에 대해서는 약간의 수정이 필요할 것 같다는 생각이 들었습니다.",,,
인터뷰,@minjo65,2023-07-22,"@yaewhakim9665아 다시 한번 설명해주시니
이해가 가네요
사회적 압박이라는 말씀에 포커스가 잡혀
부의 사랑을 빗대어 사랑에 대한 효심이었다압박에 의한 강제적 효가 아니었다 를 설명하려 해서 제가 해석을 주관적으로 만 해석 한 거 같네요
동의 하네요
해외 시선을 생각하면 아무리 한국인 정서 를 담은 것이라 해도
해외 관점으로 보면 이해 할 수 없는 부분이 있고 그걸 설명하며 풀어가려면
부연 설명이 붙고 군더더기만 늘어 어려워 지는 것도 당연 한 거죠 설명 해주셔서 놓친 부분 인지 했네요 ㅎ
행복한 하루 되세요 ^^",,,
인터뷰,@yaewhakim9665,2023-07-22,"@minjo65원래 심청전의 메세지는 min jo님 말씀처럼 부모님에 대한
사랑이 맞는데 그 부분에 대해서 제가 제맘대로 비판적으로 비틀어 읽고 있지요 ㅎㅎ 개인주의와 효사상 그 중간쯤에서 적절히 균형을 조절하는 느낌으로 이야기를 잘
수정한다면 외국인들에게도 통하는 이야기가 될 꺼 같아요. min jo 님도 좋은 하루 되세요. ^^",,,
인터뷰,@user-yu4yu4vt2d,2022-07-22,중국 일본 문화가 짬뽕된 한국이 아니라 한국 고유의 느낌을 잘 살린 디즈니 영화가 나오면 좋겠다...,,,
인터뷰,@KDG2,2022-07-22,근데 그러기전에 외국에서 한국의 인식부터 바꿔야할듯,,,
인터뷰,@gfdjh3591,2022-07-22,"디즈니가 한국 회사도 아닌데 그게 왜 나옴??
그럼 우리나라에서 쭝꿔 영화 만든다 그러면 좋아할꺼임?",,,
인터뷰,@n3.nn1,2022-07-22,"@gfdjh3591외국에서 우리나라 이미지가
중국급임...?",,,
인터뷰,@gfdjh3591,2022-07-22,"@n3.nn1별반 다를거 없음
ㅋㅋ",,,
인터뷰,@n3.nn1,2022-07-22,"@gfdjh3591아
ㄹㅇ?",,,
인터뷰,@user-yu4yu4vt2d,2022-07-22,"@gfdjh3591디즈니가 한 나라 공주만 만드는것도 아니니까...뮬란도
만들었는데 다른 동양 공주도 만들지 안만들지 어케 알어 그리고 나는 그냥 그랬으면 좋겠다~ 식으로 말한거고 나도 실현될 가능성은 낮다고 봄. 물론 우리나라에서
디즈니같은 그래픽 퀄로 한국 공주 영화 나오는게 제일 좋겠지만... 써놓고 보니까 그러네 뽀로로같은거 말고 이런것도 좀
만들어줘....",,,
인터뷰,@user-wk6uo1ct9e,2022-07-22,"@n3.nn1짜피 우리가 일본인이든 중국인이든 한국인이든 거기서는 그냥
똑같은 아시아인임ㅇㅇ",,,
인터뷰,@n3.nn1,2022-07-22,"@user-wk6uo1ct9e외국을 안 나가봐서…
ㄱㅅㄱㅅ",,,
인터뷰,@truebutnowits6945,2022-07-22,하벋 의대 예과에서 하버드 공연예술로 전과.. 참 용기와 재능과 지성과 끼와 능력을 타고난친구네 대단하다,,,
인터뷰,@user-ru7vq1eq8c,2022-07-22,"이런 좋은 이야기가 알려지면 한국의 설화 전문가분들과 협력하면서 각색되고 애니메이션 영화로 제작될수
있겠네요.",,,
인터뷰,@pneumonoultramicroscopicsi8738,2022-07-22,"이번 디즈니에서 나온 영화 <메이의 새빨간 비밀>
안에 주인공 친구 '애비' 가 한국인이더라고요!
이런 분들의 노력을 통해 만들어진 결과물이지 싶습니다.
줄리아 류 씨, 한국을 위해 노력해주신 모든 분들을 응원합니다!
+동북공정이라고 하시는 분들 들어주세요.
해당 영화의 배경은 캐나다 차이나타운이였고 복장이나 건물도 중국식이였습니다. 저는 한국적인 요소를 거의 찾아보지 못했으며 제작팀에서 철저히 조사하고 디자인한 거라 하니 싸우지
말아주세요.",,,
인터뷰,@che_cheU,2022-07-22,친구아버지가 한국인이라는 줄..ㅋㅋ,,,
인터뷰,@user-lw1jx2hb9y,2022-07-22,동북공정오지는데 뭔 개소리지,,,
인터뷰,@user-xq8kn3vc3f,2022-07-22,"@user-lw1jx2hb9y동북공정이
뭔대요?",,,
인터뷰,@user-rf8fp9so1q,2022-07-22,"@user-lw1jx2hb9y자꾸 동북공정이란 말 나와서 아쉽네 남들이
말하는 한복이랑 비슷한 옷은 작중에 1분 남짓밖에 나오지 않았고 찾아보니까 중국에 있는 다른 옷이 영화에 나온 옷이랑 더 비슷했는데 애초에 동북공정 요소를 썼을거면
한국인 캐릭터를 넣었을까...... 배경도 중국이 아니라 캐나다고 중국의 빨간 옷이랑 분위기 이런것만 중국의 모습이였음 정말 동북공정에 예민하고 바로잡고 싶은거라면
적어도 제대로 알아보고 말하자.......",,,
인터뷰,@moss1939,2022-07-22,"ㄹㅇ 맞다 자꾸 찾아보지도 않고 동북공정이라 단정짓고 열폭하는 사람들 보면
아 이래서 한중 네티즌들이 끝없이 싸우는구나 싶음,,,,,,,,",,,
인터뷰,@pneumonoultramicroscopicsi8738,2022-07-22,"@moss1939맞죠 맞죠...
ㅠㅠ",,,
인터뷰,@pneumonoultramicroscopicsi8738,2022-07-22,"동북공정: 동북공정이란 '동북변강역사여현상계열연구공정(東北邊疆歷史與現狀 系列硏究工程)'의 줄임말로서, 중국 동북 3성(遼寧, 吉林, 黑龍江)
지방의 역사와 그것으로부터 비롯된 오늘날의 현실 상황과의 관계를 체계적으로 연구하는 프로젝트임. [줄여서 우리나라 땅이였던 데를 백두산정계비 때문에 헷갈려서 중국
땅이라고 칭하고 그곳의 문화를 중국 문화라고 우기는 것.]",,,
인터뷰,@Today_tommorrow,2022-07-22,그...벽화에 나온 조상님이 입은 한복양식이 고려양식이래요...ㅠ...,,,
인터뷰,@pneumonoultramicroscopicsi8738,2022-07-22,"@Today_tommorrow잠만요
네...????",,,
인터뷰,@user-rf8fp9so1q,2022-07-22,"@Today_tommorrow고려 양식이 아니라 명나라 양식입니다 작중
나온 옷 모습이 명나라복식인 비갑이랑 같아요 명나라 복식 비갑이라 검색하면 더 있어요",,,
인터뷰,@Today_tommorrow,2022-07-22,"@user-rf8fp9so1q고려양이라는 원나라말기에 고려에서 수입해
유행했던 양식이래요. 그게 원나라가 멸망하고나서 베이징으로 도읍을 옮기고 난 뒤 명나라 초기에 강하게 유행했던 옷이라네요..원래 중국옷은 보통 원피스 형식인데 저
옷만 투피스인 형식인건 고려 복장에서 유래한거고 명나라에선 외국문물이라고 강하게 금지시켰다고 하네요. 근데 메이네 조상들이 입은 전통복장에 저 옷이 등장하니 중국
전통복장으로 오해할수있으니 동북공정으로 현재 논란중....",,,
인터뷰,@user-rf8fp9so1q,2022-07-22,"@Today_tommorrow논란 장면에서 쭉 보면 진행되던 시기가
명나라인걸로 보이는데 따지고보면 명나라 옷을 입고있는건 맞아요
명나라와 고려양의 복식이 비슷한 이유가 명나라 복식이 고려양의 복식에서 영향을 받았으니까요 일단 제 눈으로 보기엔 명나라와 고려양의 복식에도 비슷하지만 차이가 있는데
영화에서는 그런 디테일을 안잡고 그려서 더 동북공정 논란이 있는거 같은데 이렇게 말하자면 영화에서 나온 장면이 동북공정 자체로 보기는
힘들다는거죠",,,
인터뷰,@joa5688,2022-07-22,"디즈니에 한국 애니메이터 정말 많은데 오해로 동북공정이라는 오해가 퍼지면 속상하시겠네요
ㅠㅠㅜ",,,
인터뷰,@mola_mola_,2022-07-22,"주인공이 매력이없고 민폐케릭터 재미도 감동도 없었다 어린아이들인 아들들도 대리수치에 소름돋아했고
동북공정은 중간에 나온 고려양복식때문인걸로 알고있음",,,
인터뷰,@pneumonoultramicroscopicsi8738,2022-07-22,"@mola_mola_그렇게 무조건 깎아내리는 것도 좋지 않습니다. 당신이
매력없다 생각하는 것도 누군가에게는 매력이 느껴질 수 있고요. 그렇게 특정 집단 비하는 하지 마시죠.",,,
인터뷰,@xxbbiinu,2022-07-22,"@che_cheU시발진ㅋ잨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아니
님진짜뭐하는데개웃기넼ㅋㅋㅋㅋㅋㅋㅋ",,,
인터뷰,@user-vk4pw5jj1y,2022-07-22,ㅋㅋㅋㅋ 왜 하필 애비야 ㅋㅋㅋ,,,
인터뷰,@pneumonoultramicroscopicsi8738,2022-07-22,"@user-fs6os2gl4t??
네?",,,
인터뷰,@user-un6lt2pu9v,2022-07-22,"그영화 초반에 아무죄없는 남자알바생 미성년자 성추행 가해자로만들고 아무런 사과도없이 해피엔딩으로 끝나는
그영화?",,,
인터뷰,@pneumonoultramicroscopicsi8738,2022-07-22,"@user-un6lt2pu9v물론 그런 건 맞지만 애초에 그 장면에서
사람들이 어머니를 비웃었던 걸 봐서 인정하지 않는 투였고 마지막에 둘 다 반성했기에 그렇게 부정적으로 볼 수만은
없죠.",,,
인터뷰,@user-sf4ez4gg3z,2022-07-22,"@user-rf8fp9so1q그 마저도 문제가 되어지니까 논란이
생겼겠죠?보고 깝니다 영화에 중국 요소와 섞여서 안좋은 감정일때 이런 영화를 내는건 일부러 자극한다는 생각들고 굳이 그 영화를 꺼내서 갈등을 생기게 했음에도 댓글을
지우지 않는 사람에게도 문제가 있다고 봅니다",,,
인터뷰,@user-sf4ez4gg3z,2022-07-22,"@moss1939끝없이 싸우는건 중국 사람에게 피해를 본 사람이 있고 중국
사람이 한국 전체를 상대로 싸움거는걸로 싸우는것이고 (한복과 김치 같은 당연한 걸 지네 소수민족이니 우리말을 따라라 같은 초딩의 역활극 같은 발상으로) 갈등조장은
당신같은 분이 하는 지금 그 말을 말하는 겁니다",,,
인터뷰,@user-sf4ez4gg3z,2022-07-22,"그리고 그 영화는 예의도 없이 사람을 까는걸로 알고있고 그 실제 예로 우리나라에서 딸이 성폭력 피해를 봤다고 거짓말을쳐 살인까지 일어난 사건을
알고 있습니다 굳이 여기서 그 영화가 논란이 많음에도 말을 꺼내는건 분란 조장으로 볼수 있습니다",,,
인터뷰,@ryqui2710,2022-07-22,"조사하기는 했지
문제는 맥락을 밝히지 않고 만들어서
한국의 영향을 받은 중국 문화를 중국 고유의 문화로 착각하게 만들었지",,,
인터뷰,@user-is2wc8zv7m,2022-07-22,"원작이 있는 경우 손대기 쉽지 않죠.
한국계 미국인이라는 부분에서 특히 더 그렇고요.
그럼에도 잘 소화한 것 같아 다행입니다.
기획 의도가 특히 마음에 드네요. 응원합니다!!!",,,
인터뷰,@aeeee267,2022-07-22,하버드는 정말로 놀라운 곳이군요 ㄷㄷ,,,
인터뷰,@kyeong77,2022-07-22,"교포들이 한국문화와 한국에 대한 애정을 갖고 퍼뜨리는게 너무 좋음.. 본토에 있는 한국인들도 교포들을 자랑스러워하고 한민족이라고 생각하는 사람이 많아서 서로
자긍심이 뿜뿜 되는듯ㅎㅁㅎ",,,
인터뷰,@user-vi6gy6it1o,2022-07-22,민족을 구분하는 것이 잘못되었다고 생각하지 않으시나요?,,,
인터뷰,@user-yo5jf7qh3j,2022-07-22,"@user-vi6gy6it1o미국도 앵글로 색슨족들만 이뻐라하면서 기술주고
정보공유하는데 국민들끼리 민족성으로 뭉치는정도야 걍 귀여운거지",,,
인터뷰,@kyeong77,2022-07-22,"@user-vi6gy6it1o민족이라는 개념이 퇴색되고, 구분하는게 옳지
않다는 것은 맞지만 한 지역 혹은 단체에 내려오는 역사 문화 특성 같은것은 크게 변하지 않는다고 생각해요. 그렇기에 한국인이라는 자긍심을 느끼는것
같네요^-^",,,
인터뷰,@user-iq8yg2qi9g,2022-07-22,"심청의 용기~~~~~
맞네요
효심이지만
엄청난 각오와 용기지요
줄리아 류
응원합니다 ~~~",,,
인터뷰,@user-iq8yg2qi9g,2022-07-22,"줄리아 류
구독했어영 ㅎ",,,
인터뷰,@2hieutrieul,2023-07-22,"유튭 광고로 LG가 줄리아 쥬랑 컬레버해서 심청 애니메이션 만든 영상 보고 크랩까지 닿게 됐네요. 이걸 보고 나니 왜, 어떤 의도로 만들어진 지 자세히 나와있네요
우리나라 애니메이션 작화 기술자들 많으니 디즈니 같은 제작사가 우리나라에도 나와서 만화, 애니 쪽으로도 강국이 됐으면 좋겠네요",,,
인터뷰,@womynalwaysright_,2022-07-22,"와 옛날부터 생각했던 건데 이걸 실제로 구현해내시는 분이 있었구나. 너무너무 존경스럽고 멋있으세요!! 우리나라 설화들 재밌고 감동적인 것들 참 많은데
애니메이션이나 영화 등 많은 작품으로 만들어졌으면 좋겠다고 생각했어요. 잘 안 알려졌거나 제작되지 않은 설화 중에서 작품으로 만들면 좋겠다고 느낀 것들 많은데.. 자청비 설화도 좋을
듯하고 (제주도에서 살다가 남자 행세를 해서 제주도 밖을 나가 서울로 과거를 보러감, 자유와 해방에 초점을 맞추면 좋을듯, 결말은 다르게 하면 좋겠음), 아니면 인도랑 협업해서 ㅋㅋ
아유타국에서 꿈으로 계시를 받고 가야로 온 가야의 왕비, 허황옥 설화도 만들어졌으면 좋겠습니다! 발리우드 뮤지컬 재밌을듯 ㅋㅋㅋㅋㅋ 바리공주 설화도 재밌겠어요! 이것도 심청 설화처럼
효심보다는 용기와 모험에 초점을 맞추면..! 하 상상만 해도 너무 좋다,, 제발 디즈니 한국 주인공과 한국 설화로 애니메이션 만들어주라..",,,
인터뷰,@user-qo8md6ov8j,2022-07-22,평강 공주 중심으로 바보 온달 설화 디즈니에서 풀어주면 꽤 괜찮은 애니메이션 나올듯한데,,,
인터뷰,@wonmi7416,2023-07-22,그것보단 차라리 박씨전이 나을듯,,,
인터뷰,@user-nu3xx6gn2y,2022-07-22,효를 강조하며 효만을 바라보는 관점과는 다른 관점을 볼 수 있어 좋았어요!!!,,,
인터뷰,@intmain,2022-07-22,근데 효녀심청 내용보면 인신공양 아닌가,,,
인터뷰,@helloimseyoung,2022-07-22,저렇게 멋진 분들이 세계 각지에서 노력하시니 더욱 다양한 한국 문화를 전할 수 있어서 자랑스러워요,,,
인터뷰,@user-ee8qk5ng1k,2022-07-22,디즈니에서 진짜로 심청전 각색해서 영화로 만들어주면 좋겠다,,,
인터뷰,@purineeee,2022-07-22,용기와 의지에 집중한다는 게 정말 좋다... 실제로 영화로 나오면 뻔한 내용이 아니라 정말 재밌을 듯..,,,
인터뷰,@user-iv2rs9gl6v,2022-07-22,이 계기로 한복이 대한민국 전통의상이라는것이 알려졌음 좋겠어요,,,
인터뷰,@user-uk3xr5wb1m,2022-07-22,다른 설화들도 이렇게 각색되면 좋겠네요~~~,,,
인터뷰,@user-yg7ye7dy7c,2022-07-22,한국인 매력 쩐다,,,
인터뷰,@jua6054,2022-07-22,심청전... 당연히 효심 생각했는데 용기였다,,,
인터뷰,@user-tr8nf9tl9g,2022-07-22,꼭 디즈니사에 가시면 좋겠는데요...진짜 뭐든 하셔도 잘 되길 빌어요ㅎㅎ 파이팅!,,,
인터뷰,@jaykim4336,2022-07-22,틱톡은 좋은것도있고 안좋은것도 있는거같음 디즈니캐릭터 목소리 오랜만에듣네ㅋㅋ,,,
인터뷰,@user-uk3xr5wb1m,2022-07-22,노래가 일단 넘 좋은 듯요! 진짜 대단..ㅎㄷㄷ,,,
인터뷰,@user-xj3mq6xi7u,2022-07-22,엄청 잘하네요!,,,
인터뷰,@user-tw8wr4jo5r,2022-07-22,헐!! 꼭 나왔으면 좋겠네요~!! 응원합니다!!,,,
인터뷰,@user-nc2hx7yx1x,2022-07-22,진짜 멋있다.,,,
인터뷰,@seoki12,2022-07-22,틱톡의 좋은 예,,,
인터뷰,@KHTF123,2022-07-22,디즈니 심청전 나와라!!!,,,
인터뷰,@Rose_syz,2022-07-22,정말 대단하십니다! 응원할게요,,,
인터뷰,@emnzeroo,2022-07-22,멋지다...,,,
인터뷰,@kennam1,2022-07-22,대단하네요,,,
인터뷰,@플뉴피,2022-07-22,각색된 내용도 보고 싶네요잘 보고갑니다!,,,
인터뷰,@user-zn8pu4qz9z,2022-07-22,"서동요를 선화공주 시점으로 각색해서 디즈니 공주 시리즈에 추가해도 명작 나올것 같은데 , 뭐가 됬든 디즈니에서 한국 시리즈 한번 보는게
소원이다!!",,,
인터뷰,@user-1001r,2022-07-22,한올님이 좋아하실만한 내용이다!ㅋㅋ,,,
인터뷰,@user-dt2sz7fy7e,2022-07-22,"세계 여러나라 곳곳에서 이렇게 한국문화를 전파시키는 멋진분들을 접할때마다 제가 한국인이라는 것이 자랑스럽게 느껴집니다.^^
줄리아 류님 정말 존경스럽고 감사합니다.~",,,
인터뷰,@minji121,2022-07-22,옛날 부터 원했던 한국 디즈니 캐릭터!! 기대가 된다고,,,
인터뷰,@svo2098,2023-07-22,류의 감각이 뛰어나네요. 장래가 기대됩니다. 훌륭한 인재임에 틀림없습니다. 자랑스러워요.,,,
인터뷰,@user-ep8zw2tq5h,2개월 전,대박~^^빨리 심청전이외 다양 작품도 디즈니 버전 빨리 나왔으면 좋겠어요~^^,,,
인터뷰,@qfbynjfwapxiv,2022-07-22,이쁘네,,,
인터뷰,@truebutnowits6945,2022-07-22,멋지다,,,
인터뷰,@user-lm2rb3ld4l,2022-07-22,우와~~대박~~^^,,,
인터뷰,@amondbongbong999,2022-07-22,"심청 아주 예쁘고 좋네요
뮤지컬, 넘버도 정말 좋네요.
공주시리즈가 필요하다면
바리공주로 뮤지컬 하나 만들었으면 좋겠네요",,,
인터뷰,@user-yz6yr1xy9n,2023-07-22,이게 진짜 제대로 된 영상(심청전Dive)으로 나오다니!!,,,
인터뷰,@ebook4you,2023-07-22,없으면 만들어버리는 자랑스러운 한국인!! (이 아니라 미국인이네?! ㅋㅋ),,,
인터뷰,@user-dx6sx7dt7f,2023-07-22,방금 엘쥐 광고 보고 왔어요..목소리가 완젼…,,,
인터뷰,@user-gj6ir9ru4d,2022-07-22,진짜 ㅠ 한국 디즈니공주 보고싶당,,,
인터뷰,@user-dd8ks1hz4e,2023-07-22,이거 본 적 있어서 얼마 전에 본 LG 광고가 익숙했구나 너무 대단하세요!,,,
인터뷰,@user-fp4ho7zd6h,2022-07-22,너무 멋지십니다!!,,,
인터뷰,@user-sk2vl9xl1m,2022-07-22,"너무너무 멋있다 ㅠㅠ 이렇게 한국계 외국인분들이 한국 문화 알리는 데에 함께 해 주실 때 뭔가 벅차고 기쁨... 우리나라 전통이 짱이지
ㅎ히...",,,
인터뷰,@arapong_,2022-07-22,머...멋있어...,,,
인터뷰,@dx0_0xb,2022-07-22,웃을때 예쁘시당,,,
인터뷰,@user-yr1qe5yj6e,2022-07-22,너무 좋다,,,
인터뷰,@DDaseok,2022-07-22,"와.... 하버드생은 역시 다르네... 와 의대출신에 막 저런거 만들고 노래도 만들고 노래도 잘하고 진짜 마인드도 쩔고
미친",,,
인터뷰,@user-vl9yt1ey2l,2022-07-22,바리공주도 디즈니에서 애니메이션화 하면 좋을거 같은데,,,
인터뷰,@hamseota,2022-07-22,진짜 천재같다...,,,
인터뷰,@hyojilee9842,2022-07-22,축하해요!,,,
인터뷰,@user-dy8qh6sb7d,2022-07-22,ㅠㅠㅠ 한국 동화 디즈니에 나왔음 좋겠다 ㅠㅠㅠㅠ,,,
인터뷰,@user-yz1jy9bn9n,2022-07-22,와..예과이셨다니 ㅎㄷㄷ,,,
인터뷰,@ghyoun6253,2023-07-22,"잘하면서 경직되었던 모습에서 이제 진짜 잘하는 한국인이 많아지는 것 같습니다. 정말 짧은 기간에 많은 변화를 지켜보게
되었습니다.",,,
인터뷰,@user-en5qj6xf9g,2023-07-22,"개인적으로는 바리공주나 제주도의 농사의 신 자청비 신화도 디즈니의 스토리의 전형적 캐릭터 같은데 자기 주도적 캐릭터라서 요즘 디즈니가 원하는 PC주의 성향
캐릭터랑 고전적인 스토리 다 섞어서 만들 수 있는 이야기잖음? 나는 심청이보다 바리공주나 자청비가 했음 해가지고...",,,
