출처,작성자,날짜,내용,공감,답글수,원댓글ID
인터뷰,@user-hn6to6yr5r,2022-07-22,한국 한복 입히고 동양풍 노래 부르면서 벚꽃 흩날리면 흥행 보장이야….,,,
인터뷰,@useeeeeeee,2022-07-22,그럼 백퍼 일본에서 시비 걸듯...,,,
인터뷰,@enekim2077,2023-07-22,"한국인보다 더 한국인답게 설화를 전달하시는 능력이 뛰어나신 것 같아요...️줄리아류만이 보여줄 수 있는 디즈니
설화 기대해보겠습니다",,,
인터뷰,@leestatice,2023-07-22,우연히 광고에서 본게 이게 이거 였군요!!!,,,
인터뷰,@user-ho7rz5ib3y,2022-07-22,바리데기도 좋은것 같음,,,
인터뷰,@user-xr8yo9tu8x,2023-07-22,그냥 천재 그 자체네요..고맙습니다,,,
인터뷰,@엔비루,2022-07-22,새서미 스트리트보면 불가능한 일도 아닐듯,,,
인터뷰,@user-wg3zt4oq2i,2023-07-22,다른곡들도 들어보고싶다..ㄷㄷ,,,
인터뷰,@user-nw3wq7mu9b,2022-07-22,자청비 모티프로도 만들어 주셨으면...!,,,
인터뷰,@junname.1600,2022-07-22,"지금 같이 K만 붙이면 대박 컨텐츠 나올때 디즈니에서 진짜 한국 설화로 영화 나오면 어떤 기분일까 ㅋㅋㅋㅋㅋ 일해라
디즈니!",,,
인터뷰,@youngsikhwang4745,2022-07-22,ㅈㄴ 멋잇다,,,
인터뷰,@BB_p,2022-07-22,ㄹㅇ 심청이로 하나 공주 만들어줬으면...,,,
인터뷰,@swith7169,2023-07-22,하버드 덜덜,,,
인터뷰,@user-ew4dm4jq8x,2023-07-22,곧 디즈니랑 콜라보 하겠군..,,,
인터뷰,@family4181,2023-07-22,그래서 LG에서 연락이 왔구나 너무 멋진 합작이 탄생했어요~^^,,,
인터뷰,@user-yx4xf3rt8w,2022-07-22,심청프린세스 기대되네,,,
인터뷰,@user-bb3ep6do6c,2022-07-22,"근데 라푼젤, 겨울왕국 자체가 김상진 님이라고 한국 애니메이터가 디자인한거라 한국인이 만든거라 최대한 동양인인가 한국인처럼 만든거라했었던거같은데... 그리고 한국
캐릭 디즈니스러운거 없지않음
아예 한국에서 개봉한 디즈니스러운 한국 캐릭터 ""빨간구두 일곱난쟁이""도 있음 망해서 그렇지..
심청전이나 홍길동전 이런것도 디즈니화해서 나오면 좋을 것같긴함",,,
인터뷰,@housestone829,2022-07-22,디즈니에서 우리나라 설화 애니영화 만들면 영화관에서 볼것임,,,
인터뷰,@Mew0048,2022-07-22,저기 언니 스팩이./...,,,
인터뷰,@seokjin4,2022-07-22,오~,,,
인터뷰,@user-po1jt5ri9v,2022-07-22,"댕기머리 였으면 더좋겠는데 한복은
댕기머리가 이쁘더라",,,
인터뷰,@Moa-and-fix_Zenith,2022-07-22,와ㅏ,,,
인터뷰,@KDR_P.E,2022-07-22,,,,
인터뷰,@user-hu2hr4im2q,2022-07-22,우와,,,
인터뷰,@77Daegu-Hong_Uncle,2023-07-22,"희수씨. 당신은 비록 미국에 살고있지만, 정신만큼은 한국에 살고 있는 어느 누구보다더 한국인입니다.
너무너무 자랑스럽고 이쁘고 멋지네요~ 당신의 앞날을 응원해요~~^^",,,
인터뷰,@gay_joygo_kesuk,2022-07-22,제발 디즈니에 나와줘 ㅠㅠ 한국공주로 하아..,,,
인터뷰,@user-nn3ot9fc3r,2022-07-22,바리공주 설화도 겨울왕국 급 될만한데,,,
인터뷰,@user-nl7in8dn6h,2022-07-22,"와 혼자서 잠자기전에 생각했던건데
심청이나 그 걔 이름 뭐더라
맞다 콩쥐팥쥐!!! 같은 전래동화 디즈니에서 만들면
재밌겠다. 예쁘겠다. 디즈니가 만든 한복 보고싶다. 이생각했는데. 오.",,,
인터뷰,@bi_bi_bic,2022-07-22,디즈니 뭐해... 저런분 안데려가고,,,
인터뷰,@wjdwlp79,2023-07-22,와,,,
인터뷰,@specificnormalperson1972,2022-07-22,디즈니가 이 영상을 봤으면....,,,
인터뷰,@user-un6lt2pu9v,2022-07-22,"근데 솔직히 심청이는 원작에서 희생양느낌이 너무 강해서 바보온달 평강공주가 더 잘어울릴거같은데 디즈니스럽기에는 온달도 나중에 멋있어지고 평강공주도 요즘 시대상에
맞고",,,
인터뷰,@user-tw2du9yz2c,2023-07-22,Quite interesting,,,
인터뷰,@user-fx2qp8lf7b,2023-07-22,사랑이 효심이고 사랑은 용기와 의지가 없으면 힘들지..,,,
인터뷰,@rabbit2305.,2023-07-22,영화가인줄 알았는데 아니였다니,,,
인터뷰,@gooryddong,2022-07-22,고마워요 줄리아 류=유희수,,,
인터뷰,@yaya1233,2022-07-22,"다 좋긴한데 예술 프로젝트에 모국 전래동화 파는거 너무 클리셰임.. 나도 미국에서 예대다녔는데 진짜 이민자나 유학생들 모국동화 팔아대는거 입학때부터 졸업때까지
지겹도록 봤다. 중국인 유학생이면 누가 시킨것마냥 학기에 한번씩은 꼭 서유기 한번은 써먹고 넘어가고 다들 그런 거 나오면 말은 안하지만 '나올 게 나왔구나' 하는 표정임. 애당초 미국
기업인 디즈니가 한국인 테마를 수용하는게 왜 중요함 '해줘'도 아니고.. 글케 한국이 자랑스러우면 한국인이 직접 만들어야지",,,
인터뷰,@yaya1233,2022-07-22,"@user-uv6if3zs7p중국도 중뽕 한사바리 해도 잘 만든 3D
애니는 팔리는거 보면 망하는 건 제작국가나 컨텐츠의 원전보단 개성과 매력, 퀄 등의 문제임. 요지는 심청전이 원전으로서 가치있냐 여부가 아니라 왜 애국심 어필을 다른
나라 대형 컨텐츠기업에 자기 나라 문화를 끼얹어서 해야 하냐는거임, 방향성부터가 자체적 모순인데 이미 서브컬쳐나 예술계에서 너무
많이보임",,,
인터뷰,@user-tp4pg5yu1b,2022-07-22,".....??근데 잘 만들어서 인기 많아서 유명해진거잖아요? 굳이 그렇게 안좋게
봐야하나요ㅋㅋㅋㅋㅋㅋ",,,
인터뷰,@_woOon,2022-07-22,개인 프로젝트 진행,,,
인터뷰,@espoir0903,2022-07-22,"단군 조선 한 번 도전해서 성공하고,
bts 가 커버 한 번 해주면,
또 재밌는 일이(ch..na) 생기겠네요. ㅎ
홍익인간은 진짜 우리만 가지고 있는 유일한 사상이라..",,,
인터뷰,@user-pw9ty1lp4z,2023-07-22,노래 작사한거야? 너무 좋은데,,,
인터뷰,@user-dk7ez6sj6e,2023-07-22,나는 심청으로 무용대회나가는데 이노래 대박,,,
인터뷰,@user-xi3uv6hm9j,2023-07-22,"헐,,,,,저 언니 진짜로 성공했구나ㅠㅠㅠㅠㅠㅠㅠ 틱톡에서 크게떴을때부터 팔로우했었는데ㅠㅠㅠㅠㅠㅠㅠ",,,
인터뷰,@user-li9zh6gn4j,2022-07-22,오,,,
인터뷰,@Jang_ggalong,2022-07-22,"미쳤다..디즈니 관계자님
여기있어요 당신들이 찾는 사람",,,
인터뷰,@yjE2222,2022-07-22,와 너무 궁금했어요!! 인터뷰 해줘서 감사해요~~~!!,,,
인터뷰,@ultra-devilsparrow2917,2023-07-22,"우리가 알고 있는 전래 동화나 설화, 외국동화 보면 동화로 보기 어려운 것들 참 많지. 저걸 뭐라고 할 일은
아님.",,,
인터뷰,@kty7989,2022-07-22,카메라어플 디즈니 필터로 만든건가요?,,,
인터뷰,@호우맨,2022-07-22,스테이씨 세은인줄...ㄷㄷ,,,
인터뷰,@hby9253,2022-07-22,"이 노래 심청이 용궁에서 나올때 나오면 소름돋을것같음
아버지를 살리기 위해 바다에 뛰어들때보다 세상으로 다시 나가는게 더 두렵지만 더욱 용기를 내서 세상과 부딪힐거다!
이런 의미면 구시대적 효의 의미보다 더 의미있는 장면이 될것같음",,,
인터뷰,@user-zv7ff2jg8q,2022-07-22,"꼭꼭 디즈니가 이영상을 봐서
영화를 만들어주시면 좋겠습니다",,,
인터뷰,@감튀자김,2022-07-22,"아니 진짜 디즈니 작품으로 된것도 아닌데기사 나는것마다 디즈니 심청
확정이라도 된줄알겠네 ㅋㅋㅋ",,,
인터뷰,@user-yq6nu9hj8p,2022-07-22,뭔가 진짜 한국인처럼생김,,,
인터뷰,@swhong5611,2022-07-22,하 영어 공부 해야 되는데,,,
인터뷰,@user-lu1kw6vh7v,2023-07-22,"역시 미국이라 잘 만드시네
교육의 차이점 같다
한국이었으면 절대 생각해내지 못하는게 아쉽네
넷플릭스에만 의존하지말고 이런 것도 좀 해라...
아 곧 따라하려나...",,,
인터뷰,@user-mc6ju6cz5c,2023-07-22,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ나도 보고싶네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,,
인터뷰,@user-mc6ju6cz5c,2023-07-22,고전이 많은데 더하면 좋은데 우리도 하자 ㅋㅋㅋㅋㅋㅋㅋ,,,
인터뷰,@pundri19,2023-07-22,"이게 세대별로 갈리는 듯...
젊은 세대는 디즈니풍의 전래동화를 애니화한걸 보고 좋아하는 것 같은데
나이드신 분들은 심청이가 잡혀가는 장면이 너무 기쁘게 표현되서 거부감을 느끼는 듯
사실 저 장면은 심청이의 비극이 극대화 되는 장면이라 그런걸 좀 더 고려했으면 어땠을까 함.....",,,
인터뷰,@jwjdhehdjxudjwnq8,2022-07-22,편집 무슨일,,,
인터뷰,@joppleo1919,2022-07-22,디즈니에 있는데...그 새로나온 무슨 새빨간 비밀 에서 한국 캐 나오는디...,,,
인터뷰,@woonya32,2022-07-22,"동화를 다루는데 무슨 자격이 필요함
한국동화를 다룬다면 그게 한국인인거지",,,
인터뷰,@hyray855,2022-07-22,시진핑이 이 영상을 싫어합니다,,,
인터뷰,@user-hj5uz5zg1k,2023-07-22,심청전 원작의 배경은 송나라 아님?,,,
인터뷰,@minjo65,2023-07-22,"님의 댓으로 만 보면 이야기의 본질이 꼭 사회적 압박 이었다 라는 전제 가 깔린 듯 느껴지는 데요
원래 고전 내용의 본질이 아버지에 대한 효심이죠 사회 압박이 아니라
효와 예를 가르치기 위해 전해져 오는 이야기라 지 만
어릴 적 동화책이 아닌 선생님과 할머니께 들은 이야기로 만 개인적 생각으로 말해본다면
선하고 남을 돕는 아버지였고 그런 아버지에 극진한 사랑으로 심청이도 배우고 잘 자란 아이로서
아이에게 따뜻했던 아버지에 대한 효심으로 인한 심청이의 선택이었다 알고 있네요
원래 이야기에는 재혼 했던 에피소드도 있는 것으로 아는데 재산을 노린 것도 모자라 심청이를 구박하고 괴롭힌 것에 분개하여 계모를 쫓아내는 거였나? 여튼
그래서 그 아비에 그 자식 그래서 부모는 아이를 사랑으로 키우고 아이는 부모에 사랑을 효로 다 한다 라는 옛날 방식의 가르침이 었다 알고 있어요
그러니 그저 요즘 단순한 줄거리로만 보면 눈먼 아버지에 성급한 판단으로 아이가 희생한다 비춰지지만 이야기에 원래 뜻은 그게 아닌 것으로
압니다",,,
인터뷰,@user-ij8pn1hm7x,6개월 전,"디즈니라면 심청이를 실사에서
흑인으로 할수도 ㅋ",,,
인터뷰,@user-bu1wt1zp7t,2022-07-22,그 빵 공주인가 한국인 아닌가??,,,
인터뷰,@user-gp8xg5dv9f,2022-07-22,"애니창작과인가..
아 예술쪽 맞구나",,,
인터뷰,@user-sq6ly2hz7r,2022-07-22,제작기획되면 임한올님도 디자인 협업으로 참여했음 좋겠다,,,
인터뷰,@user-lz9xs6tt7w,2023-07-22,우리이야기를 디즈니판으로만들어라,,,
인터뷰,@user-lf9gv4vf9w,2023-07-22,부럽다 쉬벌,,,
인터뷰,@dasoomak,2023-07-22,심청보다 평강공주가 좋을 것 같은데,,,
인터뷰,@Humans_dont_know_the_shame,2022-07-22,한복이 대한민국의 전통 옷이라고 알리는 캐릭터,,,
인터뷰,@user-wz9yz7uk8f,2023-07-22,만들어줘... 나 n차 관람간다,,,
인터뷰,@user-dd8ks1hz4e,2023-07-22,LG 광고에 애니메이션으로 제작되었어요!,,,
인터뷰,@ehrflq1234,2023-07-22,디즈니 꿀빠네... 그냥 로컬라이즈 완성도 개지리는 샘플이 알아서 걸어댕김 ....,,,
인터뷰,@Jorip_pong,2022-07-22,필터만들었다는줄,,,
인터뷰,@user-og2vs2ni8c,2022-07-22,이러다 장금이도 나올 듯,,,
인터뷰,@user-cx5tg9xj2s,2022-07-22,바리공주,,,
인터뷰,@kmk6603,2023-07-22,"진정 한국인의 딸입니다. 그녀의 무긍한 발전과 성장을 기원합니다.
할머님과 가족의 건강도 기원합니다.
우리의 스토리를 가장 한국적으로, 우리 영화사에서 제작, 디즈니를 뛰어넘는 애니에서의 또 다른 오징어를 만들어 주시길 부탁드립니다.
LG도 잘했습니다. LG의 발전도 기원합니다.",,,
인터뷰,@pys9729,2023-07-22,밥먹다 눈물 쏟을뻔 심청이의 아름다운 이야기가 전세계인의 가슴을 울리는 좋은 계기가 되길 소망합니다~,,,
인터뷰,@user-fs6lq5qz1n,2023-07-22,너무 감동스러워서 눈물이 나네 ㅠ,,,
인터뷰,@user-ej1nq1hc5g,2022-07-22,"하버드
의대요.........................................?................................?",,,
인터뷰,@user-xx1xc5bc4x,2022-07-22,외교부장관보다 훨씬낫다~!!,,,
인터뷰,@user-nc1uf9rb9o,2022-07-22,"진짜 디즈니들아 제발 한국 사극 좀 봐봐
한의정서 오짐
한국계 공주 내자ㅜㅜ",,,
인터뷰,@user-dkdldb18307,2022-07-22,왜 하필 틱톡이니????,,,
인터뷰,@PLEASE_BRO,2022-07-22,유희수???? 나 유희우 인데 같은가문인가?,,,
인터뷰,@Sorrybabo99,2022-07-22,근데 디지니에 한국계 캐릭터있는데 빅히어로에,,,
인터뷰,@user-vs9cl8bj8m,2023-07-22,어림도 없는 블랙빔,,,
인터뷰,@hayul_179,2022-07-22,레드슈즈 디즈니가 만들지 않았나..? 레드슈즈 한국인일텐뎅..,,,
인터뷰,@cielo08,2022-07-22,디즈니 뭔 pc때매 흑인데려다 인어공주만들고 백설공주 흑설공주 만들어도 동양인은 절대안쓰지 ㅋㅋ,,,
인터뷰,@whatever-it-takes,2022-07-22,동양인써도 동양인 스테레오타입인 얼굴 씀ㅋㅋ,,,
인터뷰,@aaaaaaaaaaaaaaaaaaee,2022-07-22,ㄹㅇㅋㅋ,,,
인터뷰,@user-ei1wp1df8g,2022-07-22,"기다리면 곧 나올건데 왜 굳이 같은 유색인종끼리 갈라치기하고 까내리는지 모르겠네... 미국내 인종 비율 동양인은 10퍼센트도 안되는 소수자중의
소수자임. 상대적으로 숫자가 많은 인종부터 변화가 시작되는게 당연한거 아님?",,,
인터뷰,@user-rx7uz1ie8j,2022-07-22,저렇게 만들어서 실제로 나와도 중국 쪽에서 저거 다 예전 중국 대제국의 캐릭터라고 우길게 훤히 보이네.,,,
인터뷰,@user-xe2mo5ob6g,2022-07-22,아무것도 안하는 것보단 낫지,,,
인터뷰,@lrish1709,2023-07-22,직접 저분이 작사 작곡 다 하신거에요?,,,
인터뷰,@user-eo2pp1mf4l,2022-07-22,그리고 메이에서 한국케 나옴,,,
인터뷰,@En_m_el,2022-07-22,"아는분들은 아시겠지만 그냥 적는거
심청은 배경이 고려시대인걸로 알고 있어요 그냥 그렇다고용",,,
인터뷰,@user-qg9tp8ql5t,2023-07-22,하 걍 칭찬하면되지 훈수두는 놈들은 어디에나 있네 ㅋㅋㄹㅇ,,,
인터뷰,@user-km9xh1gm2s,2023-07-22,잘만들었는데 다른 거 하지.. 하필 심청이를 ㅠㅠ,,,
인터뷰,@daesiklee7420,2022-07-22,뽕짝에서 게임 끝났네 대박날듯,,,
인터뷰,@JH-be8vs,2022-07-22,"심청전 뿐 아니라 홍길동, 춘향전, 평강공주, 콩쥐팥쥐도 디즈니에서 만들어주면 좋겠음 ㅋㅋㅋㅋ",,,
인터뷰,@JH-be8vs,2022-07-22,@user-uv6if3zs7p불만있음?,,,
인터뷰,@user-ho2fc3ld8h,2022-07-22,바보온달 좋다.. 한국식 신파면서 로맨스도 있고 강인한 여주인공도 나와서 인기 대박일듯,,,
인터뷰,@mendel_meow,2022-07-22,약간 김씨네 편의점 딸 느낌이시네 ㅋㅋㅋㅋ,,,
인터뷰,@user-fx2qp8lf7b,2023-07-22,얼굴 바꾸는 어플이 뭔지 아시는 분?,,,
인터뷰,@user-oc3bt4im8c,2022-07-22,나는 죽었다 깨어나도 의대포기 못할듯,,,
인터뷰,@user-cg7xf4ci9k,2023-07-22,"왜 꼭 디즈니 여야해?
지금도 충분히 멋지다 그냥 우리나라 기업이 만들었으면 좋겠다 어디 내놔도 꿀리지 않아보여서 다른나라 제작사 주기에는 아깝다",,,
인터뷰,@user-ym9sx7rx4b,2023-07-22,우리나라 lg가 만들었어요,,,
인터뷰,@user-bw7dr7dc9s,2022-07-22,재미교포 4세들은 뿌리를 찾는게 중요했나보네.. 이전 세대들과는 달리,,,
인터뷰,@shiora2568,2022-07-22,중국:심청이는 중국에서 시작한걸로....,,,
인터뷰,@user-ev7uu8lc4b,2023-07-22,"인신제사를 미화하는 LG의 광고 ‘심청전 다이브’
(링크는 자꾸 삭제가 되서 글의 제목과 출처만 올립니다.)
\\ 출 처\\\ 이 세대가 가기 전에 \\\",,,
인터뷰,@piewow8259,2022-07-22,이거 이거 또 중국이...,,,
인터뷰,@amlcmlssus1579,2023-07-22,"만든다면 피노키오처럼 원작의 잔인한 부분 빼면 되지 글쓴사람들 가관이네 뭔 PC까지 쳐넣으려고 바라고 계세요 엿이나 까잡수고 영화계에서 절대로 그꼴은 못보겠으니까
니들이 만들어서 니들끼리 보세요 디즈니 망치지말고",,,
인터뷰,@user-ym9sx7rx4b,2023-07-22,중국인이 만들었으면 한복을 지키지 못했을꺼 같음 우리나라의 대표 고전 소설로 다른 영상도 만들어주면 좋게다,,,
인터뷰,@korean_queen69,2022-07-22,효녀 심청 스토리 자체는 쓰레기임. 샤머니즘에 빠져서 아비 눈 고친다고 딸이 미신을 믿고 자살하는 내용,,,
인터뷰,@user-kf7vn8fx3m,2022-07-22,그렇게 보이는점도 있음 다른설화도 곁들여서 버무리면 바꿀수있지 않을까?,,,
